Lemma,Gender,Nom_Sg,Gen_Sg,Acc_Sg,Voc_Sg,Nom_Pl,Gen_Pl,Acc_Pl,Voc_Pl
βαγόνι,Neut,βαγόνι,βαγονιού,βαγόνι,βαγόνι,βαγόνια,βαγονιών,βαγόνια,βαγόνια
βαθμίδα,Fem,βαθμίδα,βαθμίδας,βαθμίδα,βαθμίδα,βαθμίδες,βαθμίδων,βαθμίδες,βαθμίδες
βαθμολογία,Fem,βαθμολογία,βαθμολογίας,βαθμολογία,βαθμολογία,βαθμολογίες,βαθμολογιών,βαθμολογίες,βαθμολογίες
βαθμός,Masc,βαθμός,βαθμού,βαθμό,βαθμέ,βαθμοί,βαθμών,βαθμούς,βαθμοί
βακτήριο,Neut,βακτήριο,βακτήριου,βακτήριο,βακτήριο,βακτήρια,βακτηρίων,βακτήρια,βακτήρια
βαλίτσα,Fem,βαλίτσα,βαλίτσας,βαλίτσα,βαλίτσα,βαλίτσες,βαλιτσών,βαλίτσες,βαλίτσες
βαλανιδιά,Fem,βαλανιδιά,βαλανιδιάς,βαλανιδιά,βαλανιδιά,βαλανιδιές,βαλανιδιών,βαλανιδιές,βαλανιδιές
βαμβάκι,Neut,βαμβάκι,βαμβακιού,βαμβάκι,βαμβάκι,βαμβάκια,βαμβακιών,βαμβάκια,βαμβάκια
βαρέλι,Neut,βαρέλι,βαρελιού,βαρέλι,βαρέλι,βαρέλια,βαρελιών,βαρέλια,βαρέλια
βαριά,Fem,βαριά,βαριάς,βαριά,βαριά,βαριές,βαριών,βαριές,βαριές
βαρόνος,Masc,βαρόνος,βαρόνου,βαρόνο,βαρόνε,βαρόνοι,βαρόνων,βαρόνους,βαρόνοι
βαρύτητα,Fem,βαρύτητα,βαρύτητας,βαρύτητα,βαρύτητα,βαρύτητες,βαρυτήτων,βαρύτητες,βαρύτητες
βασίλειο,Neut,βασίλειο,βασίλειου,βασίλειο,βασίλειο,βασίλεια,βασίλειων,βασίλεια,βασίλεια
βασίλισσα,Fem,βασίλισσα,βασίλισσας,βασίλισσα,βασίλισσα,βασίλισσες,βασιλισσών,βασίλισσες,βασίλισσες
βασανιστήριο,Neut,βασανιστήριο,βασανιστήριου,βασανιστήριο,βασανιστήριο,βασανιστήρια,βασανιστηρίων,βασανιστήρια,βασανιστήρια
βασιλεία,Fem,βασιλεία,βασιλείας,βασιλεία,βασιλεία,βασιλείες,βασιλειών,βασιλείες,βασιλείες
βασιλιάς,Masc,βασιλιάς,βασιλιά,βασιλιά,βασιλιά,βασιλιάδες,βασιλιάδων,βασιλιάδες,βασιλιάδες
βασιλικός,Masc,βασιλικός,βασιλικού,βασιλικό,βασιλικέ,βασιλικοί,βασιλικών,βασιλικούς,βασιλικοί
βδομάδα,Fem,βδομάδα,βδομάδας,βδομάδα,βδομάδα,βδομάδες,βδομάδων,βδομάδες,βδομάδες
βεβαίωση,Fem,βεβαίωση,βεβαίωσης,βεβαίωση,βεβαίωση,βεβαιώσεις,βεβαιώσεων,βεβαιώσεις,βεβαιώσεις
βεβαιότητα,Fem,βεβαιότητα,βεβαιότητας,βεβαιότητα,βεβαιότητα,βεβαιότητες,βεβαιοτήτων,βεβαιότητες,βεβαιότητες
βελτίωση,Fem,βελτίωση,βελτίωσης,βελτίωση,βελτίωση,βελτιώσεις,βελτιώσεων,βελτιώσεις,βελτιώσεις
βελτιστοποίηση,Fem,βελτιστοποίηση,βελτιστοποίησης,βελτιστοποίηση,βελτιστοποίηση,βελτιστοποιήσεις,βελτιστοποιήσεων,βελτιστοποιήσεις,βελτιστοποιήσεις
βελόνα,Fem,βελόνα,βελόνας,βελόνα,βελόνα,βελόνες,βελονών,βελόνες,βελόνες
βενζίνη,Fem,βενζίνη,βενζίνης,βενζίνη,βενζίνη,βενζίνες,βενζινών,βενζίνες,βενζίνες
βενζινάδικο,Neut,βενζινάδικο,βενζινάδικου,βενζινάδικο,βενζινάδικο,βενζινάδικα,βενζινάδικων,βενζινάδικα,βενζινάδικα
βεράντα,Fem,βεράντα,βεράντας,βεράντα,βεράντα,βεράντες,βεραντών,βεράντες,βεράντες
βερύκοκο,Neut,βερύκοκο,βερύκοκου,βερύκοκο,βερύκοκο,βερύκοκα,βερύκοκων,βερύκοκα,βερύκοκα
βιασμός,Masc,βιασμός,βιασμού,βιασμό,βιασμέ,βιασμοί,βιασμών,βιασμούς,βιασμοί
βιασύνη,Fem,βιασύνη,βιασύνης,βιασύνη,βιασύνη,βιασύνες,-,βιασύνες,βιασύνες
βιβλίο,Neut,βιβλίο,βιβλίου,βιβλίο,βιβλίο,βιβλία,βιβλίων,βιβλία,βιβλία
βιβλιαράκι,Neut,βιβλιαράκι,-,βιβλιαράκι,βιβλιαράκι,βιβλιαράκια,-,βιβλιαράκια,βιβλιαράκια
βιβλιογραφία,Fem,βιβλιογραφία,βιβλιογραφίας,βιβλιογραφία,βιβλιογραφία,βιβλιογραφίες,βιβλιογραφιών,βιβλιογραφίες,βιβλιογραφίες
βιβλιοθήκη,Fem,βιβλιοθήκη,βιβλιοθήκης,βιβλιοθήκη,βιβλιοθήκη,βιβλιοθήκες,βιβλιοθηκών,βιβλιοθήκες,βιβλιοθήκες
βιβλιοπωλείο,Neut,βιβλιοπωλείο,βιβλιοπωλείου,βιβλιοπωλείο,βιβλιοπωλείο,βιβλιοπωλεία,βιβλιοπωλείων,βιβλιοπωλεία,βιβλιοπωλεία
βιογραφία,Fem,βιογραφία,βιογραφίας,βιογραφία,βιογραφία,βιογραφίες,βιογραφιών,βιογραφίες,βιογραφίες
βιολί,Neut,βιολί,βιολιού,βιολί,βιολί,βιολιά,βιολιών,βιολιά,βιολιά
βιολογία,Fem,βιολογία,βιολογίας,βιολογία,βιολογία,βιολογίες,βιολογιών,βιολογίες,βιολογίες
βιομήχανος,Masc,βιομήχανος,βιομηχάνου,βιομήχανο,βιομήχανε,βιομήχανοι,βιομηχάνων,βιομηχάνους,βιομήχανοι
βιομηχανία,Fem,βιομηχανία,βιομηχανίας,βιομηχανία,βιομηχανία,βιομηχανίες,βιομηχανιών,βιομηχανίες,βιομηχανίες
βιταμίνη,Fem,βιταμίνη,βιταμίνης,βιταμίνη,βιταμίνη,βιταμίνες,βιταμινών,βιταμίνες,βιταμίνες
βιτρίνα,Fem,βιτρίνα,βιτρίνας,βιτρίνα,βιτρίνα,βιτρίνες,βιτρινών,βιτρίνες,βιτρίνες
βλάβη,Fem,βλάβη,βλάβης,βλάβη,βλάβη,βλάβες,βλαβών,βλάβες,βλάβες
βλάκας,Masc,βλάκας,βλάκα,βλάκα,βλάκα,βλάκες,βλακών,βλάκες,βλάκες
βλάστηση,Fem,βλάστηση,βλάστησης,βλάστηση,βλάστηση,βλαστήσεις,βλαστήσεων,βλαστήσεις,βλαστήσεις
βλέμμα,Neut,βλέμμα,βλέμματος,βλέμμα,βλέμμα,βλέμματα,βλεμμάτων,βλέμματα,βλέμματα
βλακεία,Fem,βλακεία,βλακείας,βλακεία,βλακεία,βλακείες,βλακειών,βλακείες,βλακείες
βλαστήμια,Fem,βλαστήμια,βλαστήμιας,βλαστήμια,βλαστήμια,βλαστήμιες,βλαστημιών,βλαστήμιες,βλαστήμιες
βλεφαρίδα,Fem,βλεφαρίδα,βλεφαρίδας,βλεφαρίδα,βλεφαρίδα,βλεφαρίδες,βλεφαρίδων,βλεφαρίδες,βλεφαρίδες
βοήθεια,Fem,βοήθεια,βοήθειας,βοήθεια,βοήθεια,βοήθειες,βοηθειών,βοήθειες,βοήθειες
βοήθημα,Neut,βοήθημα,βοηθήματος,βοήθημα,βοήθημα,βοηθήματα,βοηυημάτων,βοηθήματα,βοηθήματα
βοηθός,Masc,βοηθός,βοηθού,βοηθό,βοηθέ,βοηθοί,βοηθών,βοηθούς,βοηθοί
βολή,Fem,βολή,βολής,βολή,βολή,βολές,βολών,βολές,βολές
βολβός,Masc,βολβός,βολβού,βολβό,βολβέ,βολβοί,βολβών,βολβούς,βολβοί
βομβαρδισμός,Masc,βομβαρδισμός,βομβαρδισμού,βομβαρδισμό,βομβαρδισμέ,βομβαρδισμοί,βομβαρδισμών,βομβαρδισμούς,βομβαρδισμοί
βορειοανατολικά,Neut,,,,,βορειοανατολικά,βορειοανατολικών,βορειοανατολικά,βορειοανατολικά
βορράς,Masc,βορράς,βορρά,βορρά,βορρά,,,,
βουλή,Fem,βουλή,βουλής,βουλή,βουλή,βουλές,βουλών,βουλές,βουλές
βουλευτής,Masc,βουλευτής,βουλευτού,βουλευτή,βουλευτή,βουλευτές,βουλευτών,βουλευτές,βουλευτές
βουνοκορφή,Neut,βουνοκορφή,βουνοκορφής,βουνοκορφή,βουνοκορφή,βουνοκορφές,βουνοκορφών,βουνοκορφές,βουνοκορφές
βουνό,Neut,βουνό,βουνού,βουνό,βουνό,βουνά,βουνών,βουνά,βουνά
βουτιά,Fem,βουτιά,βουτιάς,βουτιά,βουτιά,βουτιές,βουτιών,βουτιές,βουτιές
βούλα,Fem,βούλα,βούλας,βούλα,βούλα,βούλες,βουλών,βούλες,βούλες
βούληση,Fem,βούληση,βούλησης,βούληση,βούληση,βουλήσεις,βουλήσεων,βουλήσεις,βουλήσεις
βούρτσα,Fem,βούρτσα,βούρτσας,βούρτσα,βούρτσα,βούρτσες,βουρτσών,βούρτσες,βούρτσες
βούτυρο,Neut,βούτυρο,βούτυρου,βούτυρο,βούτυρο,βούτυρα,βούτυρων,βούτυρα,βούτυρα
βράδυ,Neut,βράδυ,βραδιού,βράδυ,βράδυ,βράδια,βραδιών,βράδια,βράδια
βράχος,Masc,βράχος,βράχου,βράχο,βράχε,βράχοι,βράχων,βράχους,βράχοι
βρέφος,Neut,βρέφος,βρέφους,βρέφος,βρέφος,βρέφη,βρεφών,βρέφη,βρέφη
βραβείο,Neut,βραβείο,βραβείου,βραβείο,βραβείο,βραβεία,βραβείων,βραβεία,βραβεία
βραδιά,Fem,βραδιά,βραδιάς,βραδιά,βραδιά,βραδιές,βραδιών,βραδιές,βραδιές
βραδινό,Neut,βραδινό,βραδινού,βραδινό,βραδινό,βραδινά,βραδινών,βραδινά,βραδινά
βραχίονας,Masc,βραχίονας,βραχίονα,βραχίονα,βραχίονα,βραχίονες,βραχιόνων,βραχίονες,βραχίονες
βροντή,Fem,βροντή,βροντής,βροντή,βροντή,βροντές,βροντών,βροντές,βροντές
βροχή,Fem,βροχή,βροχής,βροχή,βροχή,βροχές,βροχών,βροχές,βροχές
βρύση,Fem,βρύση,βρύσης,βρύση,βρύση,βρύσες,βρυσών,βρύσες,βρύσες
βυθός,Masc,βυθός,βυθού,βυθό,βυθέ,βυθοί,βυθών,βυθούς,βυθοί
βωμός,Masc,βωμός,βωμού,βωμό,βωμέ,βωμοί,βωμών,βωμούς,βωμοί
βόδι,Neut,βόδι,βοδιού,βόδι,βόδι,βόδια,βοδιών,βόδια,βόδια
βόλτα,Fem,βόλτα,βόλτας,βόλτα,βόλτα,βόλτες,-,βόλτες,βόλτες
βόμβα,Fem,βόμβα,βόμβας,βόμβα,βόμβα,βόμβες,βομβών,βόμβες,βόμβες
βόρειος,Masc,βόρειος,βορείου,βόρειο,βόρειε,βόρειοι,βορείων,βορείους,βόρειοι
βότανο,Neut,βότανο,βότανου,βότανο,βότανο,βότανα,βοτάνων,βότανα,βότανα
